,id,text,created_at,hashtags,user_mentions,urls,user_id,user_name,user_location,user_description,user_followers_count,user_friends_count,user_created_at,user_favourites_count,user_statuses_count,user_profile_image_url,user_profile_background_image_url,is_quote_status,retweet_count,favorite_count,query,mentioned_locations,mentioned_organizations,sentiment,emotion,topic_energy,topic_clean_energy,topic_photovoltaics,topic_gas,topic_nuclear,topic_coal,topic_other
10,1314194448532811776,"We are seeing sea ice collapse at an astonishing rate. That's not good. Watch.

There is no time to waste. there is… https://t.co/2ElzjXPRJS",2020-10-08 13:22:27,,,"[['https://t.co/2ElzjXPRJS', 'https://twitter.com/i/web/status/1314194448532811776']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,168,171,solar energy,[],[],negative,surprise,0,0,0,0,0,0,1
11,1314043456805842944,"South Korea, built this bike lane covered by #solar panels. Cyclists are isolated from traffic, protected from the… https://t.co/78k8IkckFp",2020-10-08 03:22:28,solar,,"[['https://t.co/78k8IkckFp', 'https://twitter.com/i/web/status/1314043456805842944']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,110,261,solar energy,['South Korea'],[],negative,fear,0,0,1,0,0,0,0
12,1313985559937810438,"Ocean Waves can be a source of unlimited #cleanenergy. This Wave Power Plant, could power countless homes.

We have… https://t.co/e3xzcjPWs7",2020-10-07 23:32:24,cleanenergy,,"[['https://t.co/e3xzcjPWs7', 'https://twitter.com/i/web/status/1313985559937810438']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,106,215,solar energy,[],['This Wave Power Plant'],positive,joy,1,0,0,0,0,0,0
13,1313936819730493441,"These glass #solar bricks could power entire buildings.

We have solutions to the climate crisis and create million… https://t.co/FPjLLjrsVQ",2020-10-07 20:18:44,solar,,"[['https://t.co/FPjLLjrsVQ', 'https://twitter.com/i/web/status/1313936819730493441']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,107,168,solar energy,[],[],negative,anger,1,0,1,0,0,0,0
14,1313867907072434177,"90% of Denmark's energy used to come from oil imports
Now: 40% of elec. comes from wind.
One offshore #wind farm po… https://t.co/0rRoGPC12o",2020-10-07 15:44:54,wind,,"[['https://t.co/0rRoGPC12o', 'https://twitter.com/i/web/status/1313867907072434177']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,93,158,solar energy,['Denmark'],[],negative,joy,1,1,0,0,0,0,0
15,1313832086466428928,"Going 100% #renewables could:
-&gt;Save million of lives
-&gt;Create 28.6m jobs
-&gt;Cut $30tn/year in healthcare costs
-&gt;Re… https://t.co/Zd12cetl3P",2020-10-07 13:22:33,renewables,,"[['https://t.co/Zd12cetl3P', 'https://twitter.com/i/web/status/1313832086466428928']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,91,153,solar energy,[],[],negative,joy,0,1,0,0,0,0,0
16,1313681047108947968,"We can literally roll out #solar panels like a rug.

With the impacts of the #climatecrisis growing all around us,… https://t.co/2H9CuZeeSD",2020-10-07 03:22:23,"solar, climatecrisis",,"[['https://t.co/2H9CuZeeSD', 'https://twitter.com/i/web/status/1313681047108947968']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,154,315,solar energy,[],[],negative,anger,0,0,1,0,0,0,0
17,1313623184445505538,#Nature-based solutions can provide more than a third of the solution to #climate change. #Climatechange &amp;… https://t.co/wr74Vik7jm,2020-10-06 23:32:27,"Nature, climate, Climatechange",,"[['https://t.co/wr74Vik7jm', 'https://twitter.com/i/web/status/1313623184445505538']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,77,113,solar energy,[],['Climatechange &amp'],negative,anger,0,0,0,0,0,0,1
18,1313574361778008072,New Zealand banned all new oil and gas development. Now they're looking to go 100% renewable. Time to speed it up.… https://t.co/c9tR8u4VH0,2020-10-06 20:18:27,,,"[['https://t.co/c9tR8u4VH0', 'https://twitter.com/i/web/status/1313574361778008072']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,184,301,solar energy,['New Zealand'],[],positive,fear,0,1,0,1,0,0,0
19,1313505338415624192,"Last year, unusually warm weather melted the most ice across the continent of Antarctica in a single day out of any… https://t.co/WT51HE8t8J",2020-10-06 15:44:11,,,"[['https://t.co/WT51HE8t8J', 'https://twitter.com/i/web/status/1313505338415624192']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,149,229,solar energy,[],[],negative,anger,0,0,0,0,0,0,1
20,1313469594993074181,"The ocean is a beautiful thing yet we put over 1.5 million pounds of plastic into it every single hour. 

Tell Cana… https://t.co/bDeINIBDJ0",2020-10-06 13:22:09,,,"[['https://t.co/bDeINIBDJ0', 'https://twitter.com/i/web/status/1313469594993074181']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,157,194,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
21,1313318678243536898,In Turkey they're piloting using wind from passing busses to rotate wind vanes &amp; #solar panels creating enough elec… https://t.co/zpsQhiRmwK,2020-10-06 03:22:27,solar,,"[['https://t.co/zpsQhiRmwK', 'https://twitter.com/i/web/status/1313318678243536898']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,186,387,solar energy,['Turkey'],[],positive,anger,0,1,1,0,0,0,0
22,1313260829802987520,"These microgrids allow houses to share energy. They've already ""helped one Dutch village become 90% energy self-suf… https://t.co/6p8NaNI0ct",2020-10-05 23:32:35,,,"[['https://t.co/6p8NaNI0ct', 'https://twitter.com/i/web/status/1313260829802987520']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,70,118,solar energy,[],[],positive,joy,1,0,0,0,0,0,0
23,1313211980392599560,"#Copenhagen is planting fruit trees in streets so everyone can enjoy fresh fruit.  In #Ottawa, fruit #trees are bei… https://t.co/Ab6VN2OaSs",2020-10-05 20:18:29,"Copenhagen, Ottawa, trees",,"[['https://t.co/Ab6VN2OaSs', 'https://twitter.com/i/web/status/1313211980392599560']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,254,523,solar energy,"['Copenhagen', 'Ottawa']",[],negative,joy,0,0,0,0,0,0,1
24,1313162975780298752,"RT @electric_buses: Retweet and add your name to get electric buses across NYC!
https://t.co/WKHsIv25Hl",2020-10-05 17:03:45,,"[['Electric Buses', 1259508506857574400]]","[['https://t.co/WKHsIv25Hl', 'https://www.change.org/p/mayor-bill-de-blasio-persuade-mta-to-purchase-electric-buses-across-nyc']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,30,0,solar energy,['NYC'],['RT'],negative,joy,0,0,0,0,0,0,1
25,1313142989645021184,"This 91 year old man is named John.

He was arrested at a #climate protest in London for trying to save our planet… https://t.co/15Sgmrq5ha",2020-10-05 15:44:20,climate,,"[['https://t.co/15Sgmrq5ha', 'https://twitter.com/i/web/status/1313142989645021184']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,401,1058,solar energy,['London'],[],negative,anger,0,0,0,0,0,0,1
26,1313107310013829121,"This is what it looks like when thousands of people shut down one of the largest coal mines in Europe.

We're in a… https://t.co/su16oz6hUZ",2020-10-05 13:22:33,,,"[['https://t.co/su16oz6hUZ', 'https://twitter.com/i/web/status/1313107310013829121']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,123,246,solar energy,[],[],negative,fear,0,0,0,0,0,1,0
27,1312956288998035456,"In just five years from now, Copenhagen is set to become the world's first carbon neutral capital. 

We have soluti… https://t.co/DFzOoyd7vA",2020-10-05 03:22:27,,,"[['https://t.co/DFzOoyd7vA', 'https://twitter.com/i/web/status/1312956288998035456']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,265,476,solar energy,['Copenhagen'],[],positive,joy,0,0,0,0,0,0,1
28,1312898423042048006,"#Amsterdam to ban all petrol and diesel cars and motorbikes by 2030 

We have solutions to the #climate crisis. Tim… https://t.co/87TthOm32L",2020-10-04 23:32:31,"Amsterdam, climate",,"[['https://t.co/87TthOm32L', 'https://twitter.com/i/web/status/1312898423042048006']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,110,198,solar energy,['Amsterdam'],[],negative,anger,0,0,0,0,0,0,1
29,1312849612592549890,"These countries are planting millions of trees to combat #climate change and stop deforestation.

We have solutions… https://t.co/i83Ov0AAzT",2020-10-04 20:18:33,climate,,"[['https://t.co/i83Ov0AAzT', 'https://twitter.com/i/web/status/1312849612592549890']]",15088481,Mike Hudema,Unceded Squamish Territory,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",130316,39153,2008-06-11 19:56:00,17131,30670,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,http://pbs.twimg.com/profile_images/1128322281904562176/gBcI1tv8_normal.jpg,False,155,260,solar energy,[],[],negative,anger,0,0,0,0,0,0,1
30,1314643002581753856,"Teamwork makes the wings work. 🛰️

The @NASA_Orion team completed the installation of the solar array wings. The ar… https://t.co/I2tU0JJBZJ",2020-10-09 19:04:51,,"[['Orion Spacecraft', 33602654]]","[['https://t.co/I2tU0JJBZJ', 'https://twitter.com/i/web/status/1314643002581753856']]",16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,92,597,solar energy,[],['Teamwork'],positive,joy,0,0,1,0,0,0,0
31,1314627408905924608,"RT @NASA_Marshall: We're going to the Moon–and we're bringing the worm with us. 🐛

Check out @NASA's classic logo as @NASAKennedy technicia…",2020-10-09 18:02:53,,"[['NASA Marshall', 28184452], ['NASA', 11348282], [""NASA's Kennedy Space Center"", 16580226]]",,16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,110,0,solar energy,[],"['RT', '@NASA']",negative,joy,0,0,0,0,0,0,1
32,1314265985780649984,"Join us live at 4 p.m. ET for a new episode of our #NASAatHome series!🚀

We'll be answering your questions live in… https://t.co/0ITvTvZCeB",2020-10-08 18:06:43,NASAatHome,,"[['https://t.co/0ITvTvZCeB', 'https://twitter.com/i/web/status/1314265985780649984']]",16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,38,179,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
33,1313943648455843841,Veteran @NASA astronaut Barry “Butch” Wilmore will join astronauts Mike Fincke and Nicole Mann for @BoeingSpace's C… https://t.co/IANj1LCLiE,2020-10-07 20:45:52,,"[['NASA', 11348282], ['Boeing Space', 3474004752]]","[['https://t.co/IANj1LCLiE', 'https://twitter.com/i/web/status/1313943648455843841']]",16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,82,623,solar energy,[],['@BoeingSpace'],positive,joy,0,0,0,0,0,0,1
34,1313857195725918208,RT @JimBridenstine: Prepare for #Artemis with @NASASTEM opportunities including the Artemis Moon Pod Essay Contest for K-12 students in the…,2020-10-07 15:02:20,Artemis,"[['Jim Bridenstine', 243418245], ['NASA STEM Engagement', 238285207]]",,16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,227,0,solar energy,[],['RT @JimBridenstine'],negative,joy,0,0,0,0,0,0,1
35,1313230756320223232,"On the latest episode of the Rocket Ranch podcast we chat with @csa_asc astronaut @Cmdr_Hadfield.🧑‍🚀

Now retired,… https://t.co/4do8huCm8f",2020-10-05 21:33:05,,"[['CanadianSpaceAgency', 93714983], ['Chris Hadfield', 186154646]]","[['https://t.co/4do8huCm8f', 'https://twitter.com/i/web/status/1313230756320223232']]",16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,25,311,solar energy,[],['Rocket Ranch'],negative,joy,0,0,0,0,0,0,1
36,1313215731539079171,"RT @Commercial_Crew: #DYK: The Crew-1 astronauts named the Crew Dragon spacecraft Resilience, highlighting that there is no limit to what w…",2020-10-05 20:33:23,DYK,"[['NASA Commercial Crew', 376819015]]",,16580226,NASA's Kennedy Space Center,"Florida, USA","We are the world’s preeminent launch complex for government and commercial space access, enabling the world to explore and work in space.",1864993,208,2008-10-03 16:53:00,348,14443,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,http://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,False,452,0,solar energy,[],['RT'],positive,joy,0,0,0,0,0,0,1
